"eid";"pincode";"location";"area";"target_cost_per_sqft";"stage";"subcat_id";"subcat_name";"SUM(ed.qty)"
"4957";"673001";"Calicut_";"500";"0.00";NULL;"123";"Tiles_-_Vitrified";"1000.00"
"4958";"683104";"Kalamassery_";"0";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"1200.00"
"4958";"683104";"Kalamassery_";"0";"0.00";NULL;"119";"Cement_Based_Bricks";"2000.00"
"4958";"683104";"Kalamassery_";"0";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3600.00"
"4958";"683104";"Kalamassery_";"0";"0.00";NULL;"333";"Clay_and_Laterite_Bricks";"2000.00"
"4959";"671121";"Kasaragod_";"1500";"0.00";NULL;"126";"Tiles_-_Outdoor";"106.70"
"4960";"679339";"Vaniyambalam_";"0";"0.00";"Structure";NULL;"Miscellaneous";"650.00"
"4960";"679339";"Vaniyambalam_";"0";"0.00";"Structure";"119";"Cement_Based_Bricks";"1250.00"
"4961";"673604";"Kakkatampoyil_";"0";"0.00";NULL;NULL;"Miscellaneous";"5500.00"
"4961";"673604";"Kakkatampoyil_";"0";"0.00";NULL;"115";"Cement";"150.00"
"4961";"673604";"Kakkatampoyil_";"0";"0.00";NULL;"119";"Cement_Based_Bricks";"5500.00"
"4962";"679322";"Perintalmanna_";"0";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"815.00"
"4963";"682036";"Panampilly_Nagar_";"2000";"0.00";NULL;"115";"Cement";"200.00"
"4963";"682036";"Panampilly_Nagar_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"3000.00"
"4963";"682036";"Panampilly_Nagar_";"2000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"400.00"
"4963";"682036";"Panampilly_Nagar_";"2000";"0.00";NULL;"119";"Cement_Based_Bricks";"1000.00"
"4963";"682036";"Panampilly_Nagar_";"2000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"200.00"
"4964";"676505";"Malappuram_";"0";"0.00";NULL;NULL;"Miscellaneous";"8000.00"
"4964";"676505";"Malappuram_";"0";"0.00";NULL;"256";"Pavers";"7998.00"
"4968";"673529";"Tikkoti_";"0";"0.00";NULL;"164";"Basin_and_Bathroom_Cabinets";"1.00"
"4969";"673008";"Kuttikkattur_";"0";"0.00";NULL;"115";"Cement";"330.00"
"4969";"673008";"Kuttikkattur_";"0";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"6000.00"
"4970";"673008";"Mayanad_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"402.48"
"4971";"673002";"Chalapuram_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"3039.80"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;NULL;"Kitchen_Sinks";"1.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"168";"Kitchen_Sinks";"3.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"169";"Kitchen_Taps";"2.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"259";"Boxes";"1.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"263";"Kitchen_Chimney";"11.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"328";"Plywood";"6.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"334";"Veneers_and_Laminates";"1000.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"362";"Microwave_Oven";"4.00"
"4972";"682032";"Thammanam_";"0";"0.00";NULL;"363";"Kitchen_Hob";"5.00"
"4974";"679331";"Edakkara-nilambur_";"0";"0.00";NULL;"317";"Tata_Steel";"800.00"
"4975";"673105";"Mandarathur_";"1210";"0.00";NULL;"115";"Cement";"50.00"
"4976";"673542";"Villyappalli_";"0";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"300.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"694.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"238.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"259";"Boxes";"198.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"262";"Electrical_Conduits";"375.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"273";"Electrical_Conduit_Fittings";"379.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"46.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"310";"Distribution_Boards_and_Enclosures";"3.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"311";"Common_Consumables";"5.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"312";"Electrical_Consumables";"117.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"336";"Energy_Meter";"1.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"337";"Fuses";"6.00"
"4977";"682021";"Vadacode_";"2000";"0.00";NULL;"357";"Electrical_Wires";"70.00"
"4978";"695005";"Ambalamukku_";"0";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"65.00"
"4978";"695005";"Ambalamukku_";"0";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"17.00"
"4978";"695005";"Ambalamukku_";"0";"0.00";NULL;"259";"Boxes";"17.00"
"4978";"695005";"Ambalamukku_";"0";"0.00";NULL;"357";"Electrical_Wires";"2.00"
"4979";"683101";"Aluva_";"1000";"0.00";NULL;"115";"Cement";"300.00"
"4979";"683101";"Aluva_";"1000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"1200.00"
"4979";"683101";"Aluva_";"1000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"600.00"
"4980";"695527";"Kovalam__(Thiruvananthapuram)";"5000";"0.00";"Structure";"119";"Cement_Based_Bricks";"500.00"
"4981";"673032";"Calicut_Beach_";"5000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"12000.00"
"4981";"673032";"Calicut_Beach_";"5000";"0.00";NULL;"123";"Tiles_-_Vitrified";"13.44"
"4982";"673011";"Vellayil_";"1300";"0.00";"Structure";"115";"Cement";"60.00"
"4982";"673011";"Vellayil_";"1300";"0.00";"Structure";"123";"Tiles_-_Vitrified";"15.50"
"4983";"682020";"Kadavanthara_";"100";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"1200.00"
"4983";"682020";"Kadavanthara_";"100";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"600.00"
"4984";"673507";"Kakkattil_";"10000";"0.00";NULL;"115";"Cement";"150.00"
"4985";"673008";"Calicut_Medical_College_";"2000";"0.00";NULL;"115";"Cement";"400.00"
"4986";"673580";"Kotancheri-tamaracheri_";"750";"0.00";NULL;NULL;"Miscellaneous";"750.00"
"4986";"673580";"Kotancheri-tamaracheri_";"750";"0.00";NULL;"124";"Tiles_-_Ceramic";"750.00"
"4987";"679329";"Nilambur_";"7400";"1054.00";NULL;"115";"Cement";"1000.00"
"4987";"679329";"Nilambur_";"7400";"1054.00";NULL;"116";"Rebars_and_Binding_Wires";"6152.00"
"4987";"679329";"Nilambur_";"7400";"1054.00";NULL;"117";"Sand_and_Fine_Aggregates";"3200.00"
"4987";"679329";"Nilambur_";"7400";"1054.00";NULL;"119";"Cement_Based_Bricks";"2000.00"
"4987";"679329";"Nilambur_";"7400";"1054.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"4700.00"
"4988";"673029";"Tiruvannur_";"1250";"0.00";NULL;"115";"Cement";"5.00"
"4988";"673029";"Tiruvannur_";"1250";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"5.00"
"4988";"673029";"Tiruvannur_";"1250";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"5.00"
"4988";"673029";"Tiruvannur_";"1250";"0.00";NULL;"317";"Tata_Steel";"10.00"
"4989";"673001";"Calicut_";"16500";"1000.00";NULL;"115";"Cement";"2500.00"
"4989";"673001";"Calicut_";"16500";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"4990";"686661";"Muvattupuzha_";"1500";"0.00";NULL;"115";"Cement";"1500.00"
"4991";"673006";"Eranhipalam_";"3400";"750.00";NULL;"116";"Rebars_and_Binding_Wires";"5850.00"
"4992";"673507";"Kakkattil_";"2000";"0.00";NULL;NULL;"Miscellaneous";"40.00"
"4992";"673507";"Kakkattil_";"2000";"0.00";NULL;"334";"Veneers_and_Laminates";"5120.00"
"4993";"695006";"Tirumala__(Thiruvananthapuram)";"0";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"97.00"
"4993";"695006";"Tirumala__(Thiruvananthapuram)";"0";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"42.00"
"4993";"695006";"Tirumala__(Thiruvananthapuram)";"0";"0.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"1.00"
"4993";"695006";"Tirumala__(Thiruvananthapuram)";"0";"0.00";NULL;"312";"Electrical_Consumables";"24.00"
"4994";"673032";"Calicut_Beach_";"2000";"0.00";NULL;"115";"Cement";"550.00"
"4995";"690520";"Chathakulam_";"1800";"0.00";NULL;"115";"Cement";"0.00"
"4995";"690520";"Chathakulam_";"1800";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"0.00"
"4995";"690520";"Chathakulam_";"1800";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"0.00"
"4995";"690520";"Chathakulam_";"1800";"0.00";NULL;"119";"Cement_Based_Bricks";"0.00"
"4996";"673001";"Calicut_";"1500";"0.00";NULL;"123";"Tiles_-_Vitrified";"15.50"
"4996";"673001";"Calicut_";"1500";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"310.00"
"4996";"673001";"Calicut_";"1500";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"116.00"
"4996";"673001";"Calicut_";"1500";"0.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"18.00"
"4997";"689654";"Kozhencherry__Thekkemala_";"2500";"0.00";NULL;"115";"Cement";"400.00"
"4997";"689654";"Kozhencherry__Thekkemala_";"2500";"0.00";NULL;"281";"Doors";"2.00"
"4997";"689654";"Kozhencherry__Thekkemala_";"2500";"0.00";NULL;"330";"Wooden_Hardwares";"30.00"
"4997";"689654";"Kozhencherry__Thekkemala_";"2500";"0.00";NULL;"343";"Windows";"523.13"
"4998";"679329";"Nilambur_";"0";"0.00";NULL;"119";"Cement_Based_Bricks";"5400.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"144.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"40.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"13.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"311";"Common_Consumables";"100.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"312";"Electrical_Consumables";"48.00"
"4999";"679330";"Karulai_";"0";"0.00";NULL;"337";"Fuses";"1.00"
"5000";"679577";"Ponani_";"1500";"0.00";NULL;"300";"Wall_and_Roof_Paints";"15.00"
"5000";"679577";"Ponani_";"1500";"0.00";NULL;"314";"Wooden_and_Metallic_Paints";"2.00"
"5001";"682024";"Edapally_";"0";"0.00";NULL;"115";"Cement";"100.00"
"5001";"682024";"Edapally_";"0";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"1500.00"
"5001";"682024";"Edapally_";"0";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"600.00"
"5001";"682024";"Edapally_";"0";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"600.00"
"5002";"689101";"Tiruvalla_";"1000";"0.00";NULL;NULL;"Air_Conditioner";"10.00"
"5002";"689101";"Tiruvalla_";"1000";"0.00";NULL;"168";"Kitchen_Sinks";"2.00"
"5002";"689101";"Tiruvalla_";"1000";"0.00";NULL;"281";"Doors";"41.00"
"5002";"689101";"Tiruvalla_";"1000";"0.00";NULL;"318";"Downlighters";"52.00"
"5002";"689101";"Tiruvalla_";"1000";"0.00";NULL;"341";"Wooden_Hardware";"34.00"
"5003";"682032";"Thammanam_";"0";"0.00";NULL;"115";"Cement";"100.00"
"5003";"682032";"Thammanam_";"0";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"900.00"
"5003";"682032";"Thammanam_";"0";"0.00";NULL;"119";"Cement_Based_Bricks";"2000.00"
"5003";"682032";"Thammanam_";"0";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"600.00"
"5004";"686664";"Piravom_";"1800";"900.00";NULL;"123";"Tiles_-_Vitrified";"1860.00"
"5004";"686664";"Piravom_";"1800";"900.00";NULL;"333";"Clay_and_Laterite_Bricks";"2500.00"
"5005";"673661";"Cherooppa_";"3000";"0.00";NULL;"115";"Cement";"500.00"
"5005";"673661";"Cherooppa_";"3000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"3037.00"
"5005";"673661";"Cherooppa_";"3000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"1000.00"
"5005";"673661";"Cherooppa_";"3000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"1000.00"
"5006";"682030";"Kakkanad_";"0";"0.00";NULL;"115";"Cement";"450.00"
"5007";"673507";"Arur_";"1400";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"150.00"
"5007";"673507";"Arur_";"1400";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"150.00"
"5008";"689662";"Vadasserikara_";"3000";"0.00";NULL;"333";"Clay_and_Laterite_Bricks";"25000.00"
"5009";"683579";"Vattaparambu_";"1441";"0.00";NULL;"135";"White_Cements_and_Putty";"6.00"
"5010";"676123";"Pathappiriyam_";"0";"0.00";NULL;"115";"Cement";"400.00"
"5011";"682005";"Thoppumpady_";"1000";"0.00";NULL;NULL;"Miscellaneous";"3.00"
"5012";"673639";"Kavanur_";"0";"0.00";NULL;"115";"Cement";"50.00"
